Time (sec),AH1 (g),AH2 (g),AH3 (g),AH4 (g),AH5 (g),AH6 (g),AH7 (g),AH8 (g),AH9 (g),AH10 (g),AH11 (g),AH12 (g),AV1 (g),AV2 (g),P1 (kpa),P2 (kpa),P3 (kpa),P4 (kpa),P6 (kpa),P7 (kpa),P8 (kpa),P9 (kpa),P10 (kpa),
0.5733,0.0007,-0.0002,-0.0005,-0.0005,-0.0000,0.0006,0.0012,0.0003,0.0007,0.0001,-0.0001,0.0001,0.0001,0.0004,-2.8518,0.6022,-0.1564,3.1223,0.0067,0.7492,0.3337,0.1411,1.7825
0.5800,0.0004,-0.0002,-0.0006,-0.0004,0.0001,0.0006,0.0012,0.0003,0.0005,0.0002,-0.0002,-0.0001,0.0001,-0.0001,-2.9335,1.6265,0.5544,2.6475,-0.2850,0.8581,0.2338,1.0670,0.2507
0.5867,-0.0001,-0.0002,-0.0003,-0.0001,0.0003,0.0003,0.0008,0.0001,0.0002,0.0004,-0.0001,-0.0004,0.0001,-0.0006,-1.5681,2.1592,0.6605,1.0100,-0.5612,0.2539,0.1237,1.0005,-1.5116
0.5933,-0.0004,-0.0003,0.0000,0.0005,0.0003,0.0001,0.0001,-0.0003,-0.0001,0.0005,0.0002,-0.0005,0.0000,-0.0008,0.0619,2.2228,-0.1123,-0.8500,-0.6635,-0.3311,0.0879,0.1288,-2.3689
0.6000,-0.0004,-0.0001,0.0003,0.0008,0.0001,-0.0001,-0.0006,-0.0006,-0.0004,0.0005,0.0003,-0.0004,-0.0001,-0.0006,0.8143,1.7988,-1.2746,-1.9124,-0.5635,-0.1153,0.1543,-0.8349,-1.8707
0.6067,-0.0002,0.0003,0.0004,0.0008,-0.0002,-0.0004,-0.0011,-0.0006,-0.0006,0.0002,0.0003,-0.0002,-0.0003,-0.0002,0.4978,0.8841,-2.0319,-1.6206,-0.3798,1.0206,0.2787,-1.1837,-0.4520
0.6133,0.0001,0.0007,0.0003,0.0006,-0.0003,-0.0009,-0.0013,-0.0005,-0.0005,-0.0000,0.0002,-0.0002,-0.0003,0.0002,-0.1823,-0.3885,-1.8812,-0.2134,-0.2510,2.4185,0.3729,-0.6705,0.9157
0.6200,0.0002,0.0006,0.0001,0.0002,-0.0002,-0.0011,-0.0010,-0.0005,-0.0003,-0.0002,0.0000,-0.0003,-0.0000,0.0003,-0.4587,-1.7460,-0.8810,1.3324,-0.2095,3.2554,0.3640,0.3387,1.4128
0.6267,0.0001,0.0001,-0.0004,-0.0003,0.0001,-0.0011,-0.0003,-0.0006,-0.0001,-0.0003,-0.0001,-0.0004,0.0003,0.0001,-0.1950,-2.8840,0.4029,1.9470,-0.1849,3.2237,0.2472,1.0798,0.9453
0.6333,-0.0001,-0.0005,-0.0007,-0.0008,0.0003,-0.0008,0.0003,-0.0007,-0.0000,-0.0003,-0.0003,-0.0005,0.0005,-0.0002,0.1581,-3.5826,1.2131,1.3699,-0.1104,2.6343,0.0870,0.8783,0.1495
